Genres,Source,Type,Episodes,Score,Favorites,Decimal,Popularity
"Sci-Fi, Action",Original,OVA,2,5.91,0,40,7905
"Comedy, Fantasy, Shounen, Action",Original,TV,30,6.95,73,29,2190
"Comedy, Fantasy, Ecchi",Manga,Special,6,6.86,4,261,3798
"Sci-Fi, Romance, Shounen, Action",Original,TV,24,7.43,118,58,2577
Romance,Original,Movie,1,5.64,0,2,11611
"Sci-Fi, Romance, Fantasy, Shoujo, Otro",Original,TV,26,7.77,1817,4646,874
"Mistery, Supernatural, Thriller, Otro",Manga,Special,2,7.81,506,102528,784
"Comedy, Shoujo",Original,ONA,0,4.47,0,513,9063
Comedy,Original,Special,2,6.68,1,1,6547
Fantasy,Original,OVA,4,5.98,1,4,8779
"Sci-Fi, Shounen, Action, Ecchi",Original,TV,24,7.28,255,312,1947
Music,Visual novel,Special,1,7.38,14,8192,3035
"Sci-Fi, Romance, Fantasy, Shounen",Manga,TV,13,8.59,2981,54,1158
"Comedy, Romance, Shounen, Ecchi",4-koma manga,TV,12,7.32,338,275,533
"Mistery, Comedy, Sci-Fi, Fantasy, Action",Light novel,Movie,1,7.16,16,32813,5147
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,TV,0,8.25,7722,36885,515
"Romance, Fantasy, Action, Otro",Game,Movie,1,6.98,75,4110,1686
"Sports, Romance, Shoujo, Music",Game,TV,51,6.93,25,12802,5118
"Sports, Romance, Action, Ecchi",Visual novel,TV,12,6.52,95,4362,1086
Otro,Manga,ONA,20,7.5,23,4096,4361
Comedy,Original,ONA,2,4.27,15,1,5453
"Romance, Fantasy, Hentai",Visual novel,OVA,3,6.59,10,2054,5337
"Romance, Fantasy, Shoujo, Action",Manga,OVA,3,8.01,47,526,3863
"Romance, Fantasy, Supernatural",Original,TV,13,7.31,58,134,3587
"Fantasy, Shounen, Action, Supernatural",Manga,TV,26,7.87,7038,156,119
Fantasy,Original,Movie,1,7.51,12,4,4187
"Comedy, Romance",Manga,TV,13,7.4,60,3,1402
"Sci-Fi, Sports, Fantasy, Shounen, Action",Original,TV,0,6.58,6,4156,8488
"Sci-Fi, Romance, Action",Manga,ONA,4,7.41,14,42,3681
"Comedy, Romance, Action, Otro",Light novel,Special,1,6.93,37,4107,1801
"Romance, Fantasy, Shounen, Supernatural",Manga,Special,1,7.53,11,150,3435
Music,Light novel,Special,1,8.0,53,8192,2571
"Comedy, Shounen, Action",Light novel,TV,12,7.42,858,25,388
"Comedy, Historical, Shounen",4-koma manga,OVA,1,6.7,7,1041,5847
"Sci-Fi, Fantasy, Shounen",Manga,ONA,1,6.51,32,52,4331
"Comedy, Sci-Fi, Gore, Action",Original,TV,6,7.1,20,16425,2276
"Comedy, Historical",Other,Movie,1,6.89,0,1025,12255
Music,Manga,Music,1,6.32,5,8192,8021
Historical,Original,Movie,1,7.44,0,1024,12871
"Comedy, Fantasy, Supernatural, Ecchi",Light novel,Special,6,6.97,15,389,2827
"Romance, Shoujo, Music",Original,Movie,1,7.43,9,8706,6548
"Comedy, Sports, Romance, Shounen",Manga,Movie,1,8.04,45,4115,2482
"Comedy, Sports, Romance, Shounen",Manga,TV,37,7.33,203,4115,1608
"Gore, Shounen, Action, Supernatural, Otro",Manga,TV,13,7.91,377,20632,626
"Historical, Romance, Action",Novel,TV,12,7.13,446,1034,603
"Gore, Supernatural, Otro",Visual novel,TV,26,7.28,1946,20608,548
"Comedy, Sports, Fantasy",Manga,Movie,1,6.74,8,4101,6354
"Comedy, Romance",Manga,TV,13,7.44,423,3,781
"Comedy, Romance, Otro",Novel,TV,26,6.31,0,4099,12266
"Comedy, Romance",Original,ONA,5,5.4,0,3,13040
"Comedy, Romance, Shounen",Manga,TV,12,6.52,73,19,1747
"Sci-Fi, Otro",Original,OVA,1,6.25,2,4128,4127
"Romance, Action, Supernatural, Thriller, Otro",Light novel,Movie,1,8.16,422,69770,620
Comedy,Web manga,TV,12,6.45,1,1,6925
"Comedy, Action",Original,Special,3,6.17,2,9,6822
"Comedy, Shounen",Manga,OVA,2,5.09,0,17,9188
"Comedy, Romance, Fantasy, Shounen, Ecchi",Manga,OVA,2,7.18,45,279,1957
"Fantasy, Action, Otro",Game,Movie,1,6.91,4,4108,6316
"Romance, Shounen, Otro",Light novel,Movie,1,7.19,10,4114,6787
"Comedy, Sci-Fi",Original,TV,20,6.92,1,33,12093
"Mistery, Comedy, Romance, Otro",Game,TV,24,6.44,264,36867,1080
"Comedy, Romance, Fantasy, Shounen, Supernatural",Original,Movie,1,7.63,94,151,2007
"Comedy, Romance",Light novel,Special,1,7.56,38,3,1531
"Comedy, Shounen, Otro",Manga,TV,21,6.97,1,4113,10689
"Historical, Romance, Fantasy, Action, Supernatural",Light novel,Special,1,6.39,9,1166,4755
"Comedy, Sci-Fi, Shounen",Original,TV,50,6.27,39,49,2681
"Comedy, Fantasy",Manga,Movie,1,6.71,0,5,7339
"Comedy, Romance, Shoujo",Manga,Special,1,6.62,3,515,5469
"Shounen, Action, Supernatural",Manga,ONA,12,6.15,15,152,2604
"Shounen, Action, Supernatural, Thriller, Otro",Manga,OVA,3,7.64,61,69784,2478
Fantasy,Game,TV,13,5.76,92,4,1241
"Comedy, Romance, Ecchi",Manga,TV,13,6.77,21,259,2694
Romance,Original,Special,1,7.17,6,2,4746
"Comedy, Romance",Manga,TV,12,7.15,63,3,1996
"Comedy, Romance, Ecchi",Manga,Special,1,6.87,9,259,4041
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",Original,OVA,1,7.45,13,307,3617
"Comedy, Romance, Shounen, Action, Supernatural, Ecchi",Manga,TV,12,7.13,159,411,1308
Comedy,Original,TV,0,3.35,0,1,10426
"Romance, Shounen, Action",Manga,TV,12,7.46,1989,26,227
"Historical, Romance, Fantasy",Original,TV,26,7.05,35,1030,3382
"Comedy, Romance, Ecchi",Manga,TV,12,6.69,38,259,2515
"Fantasy, Action, Supernatural",Original,OVA,1,6.06,1,140,10001
"Sci-Fi, Romance, Fantasy, Action, Supernatural, Ecchi",Light novel,TV,12,6.87,632,430,509
"Historical, Romance",Novel,TV,52,7.46,9,1026,5707
"Fantasy, Shounen, Action, Supernatural",Manga,Movie,1,7.81,301,156,570
"Comedy, Romance, Shounen",Manga,TV,13,7.54,334,19,1224
"Gore, Supernatural, Otro",Manga,TV,4,7.36,276,20608,1804
"Comedy, Romance",Radio,TV,12,5.53,2,3,5534
"Sci-Fi, Otro",Original,OVA,2,6.47,3,4128,5272
"Comedy, Music",Original,TV,12,6.36,63,8193,1962
"Comedy, Romance, Fantasy, Action",Light novel,TV,10,7.3,148,15,692
"Comedy, Romance, Shounen",Light novel,TV,12,6.68,24,19,2704
"Comedy, Fantasy",Light novel,Special,7,5.5,1,5,12491
"Mistery, Comedy, Action, Otro",Manga,Movie,1,7.23,0,36873,8230
Sports,Game,TV,0,7.44,48,4096,3780
"Romance, Fantasy, Action, Supernatural, Ecchi",Light novel,OVA,1,7.05,78,398,2457
Hentai,Visual novel,OVA,2,6.93,55,2048,4763
"Comedy, Romance",Light novel,TV,6,7.63,439,3,1100
"Comedy, Supernatural, Otro",Game,TV,12,3.54,27,4225,3362
"Romance, Music",Original,OVA,2,7.24,14,8194,4995
"Comedy, Romance, Shounen",4-koma manga,TV,12,7.43,469,19,1235
Hentai,Manga,OVA,2,7.03,65,2048,4438
"Comedy, Sci-Fi, Shounen",Manga,Special,1,6.41,1,49,10223
"Sci-Fi, Romance, Action",Original,Special,1,7.14,10,42,3552
"Historical, Romance, Fantasy, Action",Light novel,OVA,6,7.01,71,1038,3194
Comedy,Original,TV,52,5.64,0,1,8294
"Comedy, Supernatural",Picture book,TV,50,6.15,2,129,7653
Romance,Original,OVA,1,2.71,0,2,13078
Romance,Original,ONA,1,5.23,1,2,9235
Comedy,Web manga,TV,12,6.43,1,1,7144
Music,Music,Music,1,6.06,0,8192,13320
"Comedy, Romance, Ecchi",Manga,OVA,1,7.02,8,259,3761
"Comedy, Romance",Manga,TV,26,7.53,352,3,1666
"Comedy, Fantasy, Otro",Game,Special,1,6.57,8,4101,4210
"Comedy, Fantasy, Shounen, Ecchi",Manga,TV,12,7.11,40,277,2951
"Comedy, Romance, Ecchi",Light novel,TV,12,6.71,316,259,510
Comedy,Radio,TV,5,5.31,1,1,10404
"Romance, Fantasy, Gore, Action, Supernatural",Manga,OVA,3,7.08,35,16526,3650
"Comedy, Romance, Supernatural",Manga,TV,11,7.24,19,131,2757
"Comedy, Shounen, Supernatural, Otro",Manga,TV,75,8.17,1801,4241,1001
"Comedy, Romance, Shounen, Action, Supernatural, Otro",Manga,TV,49,7.69,818,4251,985
"Gore, Action, Supernatural",Manga,ONA,10,8.04,3792,16520,424
"Sci-Fi, Romance, Action, Otro",Novel,OVA,5,7.26,115,4138,3400
"Romance, Fantasy",Original,TV,6,7.7,100,6,2674
"Comedy, Romance, Supernatural",Light novel,TV,12,6.72,124,131,1261
"Sci-Fi, Romance, Action",Original,OVA,1,6.62,2,42,6881
"Comedy, Romance, Fantasy, Action",Original,Movie,1,7.69,102,15,1581
"Comedy, Sci-Fi, Fantasy, Shounen",Manga,OVA,1,5.71,1,53,8607
"Sci-Fi, Fantasy, Shounen, Action, Supernatural, Otro",Manga,TV,13,5.84,2,4284,6936
"Comedy, Romance, Fantasy, Shounen, Action",Original,TV,50,7.31,7,31,7961
"Sci-Fi, Romance, Action, Otro",Original,TV,22,7.78,2597,4138,661
"Romance, Fantasy",Original,Movie,1,7.09,27,6,3498
"Comedy, Romance",4-koma manga,OVA,2,7.77,14,3,3140
Romance,Original,Special,1,6.52,10,2,4002
"Sports, Romance, Otro",Manga,TV,52,6.88,27,8194,5289
"Comedy, Romance, Fantasy, Ecchi",Manga,OVA,1,7.21,21,263,3167
"Sci-Fi, Romance, Action, Otro",Original,TV,24,6.69,82,4138,1645
"Comedy, Romance",4-koma manga,TV,12,7.54,761,3,403
"Comedy, Romance, Ecchi",Visual novel,TV,12,6.97,280,259,783
"Mistery, Comedy, Romance, Shounen, Otro",Manga,TV,45,7.85,186,36883,2639
"Comedy, Romance, Fantasy, Shounen, Ecchi",Manga,Movie,1,7.57,17,279,4816
"Comedy, Romance, Shounen, Supernatural",Manga,TV,25,6.96,117,147,1336
"Comedy, Fantasy, Supernatural",Game,TV,13,5.45,24,133,2705
"Comedy, Romance, Supernatural",Original,TV,12,7.47,187,131,1774
Romance,Original,Movie,1,7.39,15,2,3094
"Comedy, Sci-Fi, Sports, Shounen, Action",Manga,TV,13,6.97,5,4153,5593
"Comedy, Romance, Fantasy",Manga,Special,8,6.87,7,7,4270
"Comedy, Sci-Fi, Romance, Otro",Original,Movie,1,6.47,0,4131,9300
"Comedy, Sci-Fi, Fantasy, Action, Ecchi",Original,OVA,7,6.0,39,301,2606
"Comedy, Historical, Shounen, Action",Manga,TV,24,7.4,291,1049,1756
"Comedy, Sci-Fi",Light novel,OVA,9,6.32,23,33,2550
"Mistery, Comedy, Sci-Fi",Original,OVA,7,7.44,97,32801,3236
"Fantasy, Otro",Picture book,Movie,1,6.5,0,4100,9225
"Comedy, Sci-Fi, Action",Original,OVA,2,5.5,0,41,8501
"Comedy, Romance",Other,OVA,3,6.17,4,3,3814
"Comedy, Romance, Otro",Original,Movie,1,7.75,22,4099,2422
"Comedy, Sci-Fi, Romance",Light novel,TV,12,7.27,865,35,406
"Comedy, Romance",Manga,TV,12,7.98,3942,3,351
"Action, Supernatural",Manga,TV,12,7.17,625,136,540
"Comedy, Sci-Fi, Romance, Fantasy, Shounen",Light novel,TV,26,7.08,48,55,3539
"Comedy, Romance, Shounen",Light novel,OVA,2,7.75,95,19,999
"Comedy, Fantasy, Supernatural, Otro",Light novel,TV,11,7.29,239,4229,606
"Comedy, Romance, Fantasy, Action",Original,Movie,1,7.41,75,15,3199
"Comedy, Sci-Fi, Fantasy, Action",Original,TV,26,7.21,32,45,4598
"Sci-Fi, Romance, Fantasy, Action",Original,TV,50,7.75,501,46,2334
"Romance, Fantasy, Shoujo, Shounen, Otro",Original,TV,12,7.15,534,4630,1283
"Fantasy, Action, Otro",Game,Movie,1,7.07,27,4108,1717
Romance,Novel,TV,11,7.68,201,2,1434
"Comedy, Fantasy, Shounen, Supernatural",Light novel,TV,26,7.91,192,149,1836
"Comedy, Fantasy, Action, Otro",Game,ONA,14,6.81,21,4109,5663
"Comedy, Fantasy, Action",Game,TV,25,7.32,264,13,1186
"Romance, Shounen, Supernatural, Otro",Manga,Special,1,7.54,20,4242,2572
"Fantasy, Shoujo",Original,Movie,1,5.79,0,516,8782
"Romance, Gore, Shounen, Action, Otro",Manga,OVA,1,5.86,14,20506,4316
"Fantasy, Music, Otro",Game,ONA,1,5.92,0,12292,10951
"Comedy, Romance",Original,ONA,10,4.81,0,3,13467
"Comedy, Fantasy, Shounen, Action",Original,Movie,1,6.67,7,29,3786
"Comedy, Historical",4-koma manga,TV,0,6.95,0,1025,5522
"Gore, Shounen, Action, Supernatural",Manga,OVA,1,7.82,68,16536,2321
"Action, Supernatural",Manga,TV,13,7.04,265,136,838
"Sci-Fi, Romance, Fantasy",Original,TV,51,6.97,6,38,8612
"Fantasy, Otro",Game,Movie,1,7.01,5,4100,3975
"Romance, Shoujo, Music",Original,TV,10,6.07,6,8706,4375
"Sci-Fi, Gore, Action",Manga,OVA,2,7.25,15,16424,2290
Comedy,Original,TV,26,6.42,2,1,8283
"Historical, Romance, Shoujo",Novel,TV,52,7.97,121,1538,3275
"Comedy, Fantasy",Original,TV,13,4.81,0,5,12251
"Sci-Fi, Supernatural, Ecchi, Otro",Visual novel,TV,12,6.52,744,4512,344
"Comedy, Sci-Fi, Fantasy, Shounen",Manga,OVA,7,7.43,43,53,4551
"Comedy, Shounen",Original,Special,5,5.17,0,17,13388
"Comedy, Romance",Light novel,TV,12,7.89,9132,3,63
"Comedy, Romance, Action, Supernatural",Web manga,Special,1,7.35,36,139,2350
"Comedy, Romance",4-koma manga,TV,13,5.88,40,3,2547
"Comedy, Fantasy, Shounen, Supernatural, Otro",Manga,TV,26,7.39,192,4245,2173
"Sci-Fi, Fantasy, Action",Original,TV,47,7.05,8,44,7502
"Romance, Music",Other,TV,13,7.99,2475,8194,599
"Sci-Fi, Romance, Fantasy, Action",Original,Movie,1,6.71,5,46,7203
"Comedy, Romance",Manga,OVA,1,7.49,5,3,2805
"Comedy, Sci-Fi, Shounen",Manga,Special,3,6.1,0,49,10269
"Historical, Romance, Shoujo",Manga,TV,45,7.26,39,1538,4717
Fantasy,Other,ONA,1,3.87,0,4,12655
"Romance, Fantasy, Otro",Original,OVA,1,5.63,0,4102,8711
"Fantasy, Action",Novel,ONA,12,5.58,1,12,11084
"Comedy, Gore, Supernatural, Otro",Original,TV,25,6.81,29,20609,6887
Historical,Original,ONA,2,4.17,0,1024,13567
"Sports, Romance",Light novel,Movie,1,8.04,164,4098,1825
"Gore, Supernatural",Original,TV,13,5.63,5,16512,3472
Otro,Original,Special,1,6.25,2,4096,4576
"Sci-Fi, Romance, Action",Original,TV,26,7.46,114,42,2836
"Hentai, Ecchi",Manga,OVA,2,7.32,92,2304,3536
"Hentai, Supernatural",Visual novel,OVA,2,6.86,66,2176,2853
"Mistery, Comedy, Shounen, Action, Thriller",4-koma manga,TV,10,5.64,3,98329,4785
"Sci-Fi, Fantasy, Shounen, Action",Light novel,TV,24,7.63,4233,60,115
"Romance, Fantasy, Gore, Supernatural, Otro",Original,OVA,3,6.95,314,20614,1568
"Comedy, Romance",Original,TV,12,7.32,111,3,2086
"Fantasy, Supernatural",Original,Special,1,5.79,1,132,6840
Music,Manga,Music,1,6.65,1,8192,8393
"Romance, Ecchi",Visual novel,TV,13,6.67,45,258,2748
"Comedy, Romance, Ecchi",Manga,ONA,10,6.03,1,259,9042
"Sci-Fi, Romance, Action",Novel,OVA,110,9.11,8567,42,671
"Fantasy, Shounen, Action",Manga,TV,62,8.47,5933,28,310
"Romance, Music",Visual novel,Movie,1,5.0,8,8194,8054
Romance,Original,ONA,2,5.86,0,2,13747
"Comedy, Romance",4-koma manga,Special,1,6.91,4,3,5152
"Historical, Romance, Shounen",Manga,Special,1,7.4,0,1042,4334
"Comedy, Romance",Manga,OVA,12,6.3,18,3,3841
Hentai,Visual novel,OVA,2,6.65,14,2048,5308
"Fantasy, Ecchi",Other,Special,7,5.92,1,260,6765
"Comedy, Historical, Fantasy, Shounen, Action",Manga,OVA,2,7.61,61,1053,1752
"Comedy, Romance, Shounen, Supernatural",Manga,TV,24,7.28,773,147,674
"Comedy, Romance, Shounen",4-koma manga,TV,13,7.82,405,19,610
"Romance, Fantasy, Otro",Novel,Movie,1,6.91,1,4102,8032
"Sci-Fi, Romance, Action",Game,TV,24,5.96,3,42,5767
"Sci-Fi, Action",Original,TV,51,6.78,4,40,9260
"Comedy, Romance, Shounen, Ecchi",Manga,ONA,10,6.29,15,275,2720
Sci-Fi,Original,Special,3,5.4,0,32,8247
"Historical, Romance",Novel,Movie,1,8.55,2921,1026,284
"Comedy, Romance",Manga,TV,26,6.32,0,3,11696
"Sci-Fi, Fantasy",Original,OVA,1,7.39,61,36,3714
"Hentai, Ecchi",Visual novel,OVA,2,6.77,20,2304,4573
"Comedy, Historical",Other,Movie,1,7.25,0,1025,12518
"Romance, Otro",Novel,TV,22,8.15,11993,4098,73
"Comedy, Sports, Romance, Shounen",Manga,OVA,1,6.63,2,4115,6601
"Sci-Fi, Fantasy, Shounen",Manga,OVA,13,8.2,257,52,2075
Romance,Original,Movie,1,5.41,1,2,6533
Otro,Game,TV,0,6.08,3,4096,9768
"Comedy, Romance, Supernatural, Otro",Light novel,TV,26,8.77,11893,4227,207
Comedy,Manga,TV,12,7.33,49,1,4372
Fantasy,Original,ONA,26,6.88,1,4,10520
"Comedy, Romance, Gore, Otro",Manga,TV,8,5.31,13,20483,3914
"Fantasy, Action, Ecchi",Other,OVA,2,6.48,11,268,3555
Hentai,Manga,OVA,2,7.24,45,2048,4261
Comedy,Original,ONA,1,3.44,0,1,13725
Action,Original,Movie,1,5.33,2,8,8131
"Romance, Fantasy, Shounen, Action, Otro",Manga,TV,24,8.11,5454,4126,157
"Comedy, Fantasy, Action, Otro",Game,OVA,3,6.21,0,4109,8095
"Comedy, Romance, Shoujo",Manga,TV,26,7.55,501,515,1121
"Romance, Fantasy, Shounen",Manga,TV,12,6.83,33,22,2810
Comedy,Original,TV,16,4.25,0,1,9535
"Sci-Fi, Romance, Fantasy, Shoujo, Shounen, Supernatural",Manga,TV,12,7.0,702,694,1534
"Comedy, Music",Original,Special,6,4.5,0,8193,13324
"Music, Shounen, Supernatural",Manga,ONA,1,6.57,5,8336,3610
"Sci-Fi, Romance, Action",Manga,Movie,1,7.49,137,42,1921
"Comedy, Romance",Light novel,TV,12,7.31,374,3,907
"Comedy, Romance, Shounen",Manga,TV,24,6.98,220,19,933
"Sports, Romance",Original,Special,1,7.88,40,4098,2817
"Historical, Fantasy, Action",Original,Movie,1,8.4,2064,1036,463
"Sci-Fi, Romance, Action, Otro",Original,TV,26,7.56,245,4138,2185
Comedy,4-koma manga,ONA,13,6.57,0,1,6888
"Comedy, Romance, Music, Otro",Manga,Special,1,7.91,33,12291,2167
"Sci-Fi, Romance, Gore, Action",Light novel,Movie,1,6.53,29,16426,3635
"Comedy, Fantasy, Shounen, Otro",Manga,Movie,1,7.02,158,4117,1984
Hentai,Visual novel,OVA,0,7.09,6,2048,6199
"Sci-Fi, Romance, Action",Other,TV,12,6.2,23,42,2684
"Sci-Fi, Romance, Action",Novel,TV,24,7.13,115,42,1657
"Comedy, Romance, Shounen, Action, Ecchi",Manga,TV,12,7.17,326,283,563
"Comedy, Sci-Fi, Shounen",Manga,Movie,1,6.32,2,49,8875
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",Manga,OVA,3,6.39,6,307,6090
"Romance, Fantasy, Shoujo, Action, Otro",Manga,TV,52,6.78,6,4622,6579
"Romance, Otro",Original,TV,4,7.77,337,4098,1339
"Sci-Fi, Romance",Original,OVA,3,6.18,6,34,5207
"Romance, Fantasy, Shoujo",Manga,Special,3,7.46,23,518,3133
"Sci-Fi, Fantasy, Gore, Thriller, Otro",Novel,Movie,1,8.12,2211,86052,308
Music,Other,Music,1,7.89,22,8192,4565
"Comedy, Sports, Romance, Shounen",Manga,TV,75,8.8,10765,4115,313
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,7.03,28,61,1164
"Romance, Shounen",Manga,TV,12,7.18,22,18,3732
"Sci-Fi, Romance, Action",Game,OVA,1,6.98,9,42,4409
"Comedy, Romance",Web manga,Special,1,6.48,2,3,6252
"Romance, Fantasy, Shoujo",Manga,TV,43,7.64,134,518,3534
"Hentai, Supernatural",Visual novel,OVA,3,6.55,42,2176,4865
"Comedy, Romance",Manga,Special,1,6.03,0,3,4968
"Comedy, Fantasy, Ecchi",Original,ONA,6,5.18,0,261,10398
"Sports, Romance",Novel,TV,11,5.78,32,4098,1879
"Fantasy, Shounen, Action",Manga,Special,1,5.69,1,28,10361
"Romance, Fantasy, Action, Supernatural",Light novel,TV,24,7.66,5146,142,144
"Comedy, Shounen",Manga,TV,12,7.0,128,17,2301
"Sci-Fi, Gore, Shounen, Action, Supernatural, Ecchi",Manga,OVA,2,4.51,18,16824,4734
"Comedy, Fantasy, Shounen, Action",Manga,Movie,1,6.94,50,29,2912
"Sci-Fi, Romance, Fantasy",Original,Movie,1,5.71,0,38,10041
"Historical, Shounen",Novel,OVA,1,6.39,1,1040,6696
Music,Music,Music,1,4.71,0,8192,13648
"Comedy, Sci-Fi, Otro",Original,TV,13,4.45,4,4129,4676
"Romance, Hentai",Manga,OVA,1,5.99,23,2050,3543
Comedy,Original,Special,1,5.73,1,1,7512
"Fantasy, Gore, Supernatural",Manga,TV,42,6.32,2,16516,9537
"Comedy, Sci-Fi, Romance, Fantasy",Manga,OVA,6,7.08,7,39,4738
"Comedy, Romance, Shounen",4-koma manga,Special,1,7.59,58,19,1926
"Sci-Fi, Historical, Action",Original,TV,12,5.8,16,1064,2730
"Comedy, Romance, Shoujo",Manga,TV,54,6.37,1,515,10080
"Mistery, Romance, Gore, Supernatural, Thriller, Otro",Original,TV,13,7.73,2823,118914,419
"Fantasy, Action",Game,Movie,1,7.44,16,12,6374
"Romance, Gore, Shounen, Action, Supernatural, Otro",Manga,TV,12,7.89,1769,20634,327
"Romance, Shoujo",Manga,OVA,8,6.44,26,514,4033
"Comedy, Romance, Fantasy, Supernatural, Ecchi",Visual novel,OVA,1,7.0,25,391,2587
"Comedy, Romance",Manga,Special,1,7.57,5,3,4095
Hentai,Visual novel,OVA,1,7.17,31,2048,5071
"Sci-Fi, Gore, Action, Otro",Manga,OVA,5,6.01,73,20520,2870
"Fantasy, Shounen, Supernatural",Manga,TV,23,5.1,15,148,3314
"Sci-Fi, Sports, Action",Original,OVA,1,6.6,3,4136,6177
"Fantasy, Shoujo, Action",Original,TV,49,6.9,48,524,4464
"Romance, Gore, Shounen, Action, Supernatural, Otro",Manga,TV,12,7.45,7950,20634,41
"Comedy, Romance, Supernatural",Light novel,TV,13,7.95,5509,131,123
"Shounen, Thriller, Otro",Manga,TV,26,8.32,4856,69648,555
"Sci-Fi, Shounen, Action",Original,Movie,1,8.62,551,56,759
"Sci-Fi, Romance, Action",Light novel,TV,13,7.82,227,42,2537
"Comedy, Romance",Manga,Special,4,6.38,0,3,10860
"Mistery, Romance, Action, Otro",Manga,Movie,1,7.54,21,36874,5189
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Manga,Special,1,7.24,32,61,2881
"Romance, Supernatural, Otro",Manga,TV,24,7.14,17,4226,3652
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action",Original,TV,26,7.24,28,63,3020
"Comedy, Historical, Romance, Shounen",Manga,TV,10,7.73,216,1043,1964
"Fantasy, Action",Manga,OVA,6,7.1,157,12,1660
"Shounen, Action",Game,Movie,1,7.25,99,24,2796
"Romance, Shoujo",Manga,OVA,14,6.51,4,514,6573
"Romance, Thriller, Otro",Original,TV,12,8.27,12826,69634,47
"Historical, Romance, Fantasy",Novel,Special,1,6.45,0,1030,10016
"Comedy, Sci-Fi, Fantasy",Manga,OVA,1,6.33,3,37,8502
"Comedy, Fantasy, Shoujo, Music, Action",Original,Movie,1,6.61,2,8717,7435
"Sports, Romance, Shounen",Manga,OVA,2,6.41,9,4114,4436
"Comedy, Fantasy, Shounen",Manga,Special,1,7.46,8,21,2728
"Sci-Fi, Shounen, Action",Original,TV,26,6.9,60,56,2234
"Comedy, Romance, Fantasy",Game,OVA,1,6.17,0,7,5246
"Gore, Supernatural, Otro",Manga,OVA,1,6.56,59,20608,3451
"Comedy, Supernatural, Ecchi, Otro",Light novel,TV,4,8.19,527,4481,443
"Comedy, Shounen, Action, Supernatural",Manga,Movie,1,7.72,320,153,738
"Romance, Fantasy, Shoujo",Manga,TV,38,7.91,1021,518,1034
"Comedy, Sci-Fi, Action, Ecchi",Manga,Special,2,6.65,0,297,5268
"Comedy, Fantasy, Shounen, Otro",Manga,TV,13,7.26,12,4117,6232
"Comedy, Romance, Shounen, Action, Ecchi",Manga,TV,24,7.05,571,283,678
"Romance, Action",Original,Special,2,6.6,11,10,3239
"Sci-Fi, Fantasy, Action",Original,TV,35,6.92,14,44,5512
"Fantasy, Shoujo, Action",Original,TV,48,7.35,94,524,3856
"Comedy, Sci-Fi, Shounen, Action, Supernatural",Manga,TV,12,6.63,160,185,729
"Fantasy, Shoujo",Original,Movie,1,7.21,3,516,5821
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,3,7.33,86,275,1204
Hentai,Manga,OVA,1,6.41,8,2048,6355
"Comedy, Romance, Otro",4-koma manga,TV,12,7.74,1736,4099,382
"Comedy, Fantasy",Original,TV,12,6.1,3,5,6193
"Comedy, Romance, Shoujo",Manga,Special,1,6.32,0,515,6707
"Sci-Fi, Fantasy, Action",Manga,Movie,1,5.2,2,44,8571
"Romance, Supernatural",Novel,TV,0,6.07,1,130,6395
"Sci-Fi, Fantasy, Shounen, Action",Novel,TV,52,7.14,20,60,6442
Comedy,Light novel,Special,9,6.75,141,1,2081
Romance,Original,Special,1,5.59,1,2,6118
"Sci-Fi, Shounen, Action",Original,Special,1,5.88,0,56,9433
"Comedy, Sci-Fi, Sports, Romance, Fantasy, Shounen",Original,TV,49,7.61,725,4151,1695
"Comedy, Sci-Fi, Romance, Action",Original,OVA,1,5.59,1,43,8711
"Fantasy, Gore, Shounen, Supernatural, Ecchi",Manga,OVA,4,7.23,44,16788,3167
"Comedy, Romance, Ecchi",Manga,OVA,3,7.19,26,259,2446
Ecchi,Light novel,Special,6,6.76,18,256,3424
Sci-Fi,Original,TV,12,6.78,15,32,3451
Music,Game,Music,1,6.46,0,8192,7880
"Sci-Fi, Action",Light novel,TV,12,7.94,112,40,1844
Sci-Fi,Original,OVA,1,5.67,2,32,6732
Music,Manga,Music,1,6.53,1,8192,5161
Romance,Original,Movie,1,8.19,376,2,1366
Music,Music,Music,1,7.72,12,8192,5058
"Sci-Fi, Romance",Original,TV,13,7.3,46,34,3926
"Comedy, Romance, Fantasy, Shounen",Manga,TV,51,7.4,348,23,1203
"Comedy, Romance",Original,TV,12,6.63,71,3,1721
"Romance, Shounen",Manga,TV,11,7.46,371,18,1448
Hentai,Visual novel,OVA,2,5.92,10,2048,6481
"Shoujo, Music",Manga,OVA,1,6.41,10,8704,5622
"Comedy, Sci-Fi, Romance",Manga,TV,12,6.81,74,35,2216
"Sci-Fi, Historical, Romance, Supernatural, Ecchi",Visual novel,TV,13,5.7,1,1442,6218
"Fantasy, Shoujo",Original,Movie,1,5.83,0,516,10449
"Sports, Romance, Shoujo, Music",Game,TV,51,7.56,118,12802,3425
